model,factors,seed,samples,features,fit_observed_cells,holdout_cells,observed_cells,holdout_fraction_realized,q_train,q_train_per_cell,q_heldout,q_heldout_per_cell,q_all_observed,q_all_observed_per_cell,objective,iterations,converged,fit_seconds,profile_variability_mean,profile_variability_max,active_variability_factor_count,effective_rank_mean,effective_rank_active_factor_count,high_geometric_confounding_factor_count,moderate_geometric_confounding_factor_count,pairwise_cosine_mean,pairwise_cosine_max,pairwise_cosine_min,difference_span_rank,difference_condition_number,difference_min_relative_singular_value
static,6,31,8671,32,205786,22901,228687,0.1001412410849764,206560.81889806897,1.003765168175041,147191.0907679242,6.427277881661246,353751.9096659932,1.5468824623436976,206560.81889806897,500,False,0.4972906250040978,0.0,0.0,0,0.0,0,0,0,0.6793004538494406,0.992131892686071,0.2645858555088953,5.0,27.909990347216514,0.03582946420114871
static,6,41,8671,32,205786,22901,228687,0.1001412410849764,187624.61154869644,0.9117462390478285,284293.4533479419,12.414019184661889,471918.0648966384,2.063598127119768,187624.61154869644,500,False,0.4975120830349624,0.0,0.0,0,0.0,0,0,0,0.5167114148572328,0.9968815708784124,0.08110955759594467,5.0,49.06140306031496,0.020382621319871817
static,6,53,8671,32,205786,22901,228687,0.1001412410849764,183939.28038167625,0.8938376778871072,338165.8227351766,14.766421673078757,522105.1031168528,2.283055456221179,183939.28038167625,500,False,0.503775667049922,0.0,0.0,0,0.0,0,0,0,0.6917982522769337,0.9968918207372442,0.3194663482766299,5.0,34.05249705913678,0.02936642203546378
static,6,67,8671,32,205786,22901,228687,0.1001412410849764,202897.29329737328,0.9859625693554143,624883.2148082533,27.286285088347817,827780.5081056267,3.6197095073424665,202897.29329737328,500,False,0.5041705420007929,0.0,0.0,0,0.0,0,0,0,0.6652305257365148,0.9925955280553018,0.43320208000986293,5.0,17.052751960476094,0.05864156133378023
static,6,79,8671,32,205786,22901,228687,0.1001412410849764,187108.11678102333,0.9092363755601612,458626.95733991754,20.026503529973255,645735.0741209409,2.8236632345561437,187108.11678102333,500,False,0.5008405420230702,0.0,0.0,0,0.0,0,0,0,0.6156487736348092,0.9941886477944778,0.35459273983106965,5.0,17.923830143018794,0.055791646764153977
static,6,97,8671,32,205786,22901,228687,0.1001412410849764,205035.3162691053,0.9963521146681762,227394.72825208126,9.929467195846524,432430.0445211865,1.8909253456522954,205035.3162691053,500,False,0.5072309999959543,0.0,0.0,0,0.0,0,0,0,0.4701283967379795,0.9937081370532207,0.15910959821619955,5.0,27.656578855738857,0.03615776214462968
static,6,113,8671,32,205786,22901,228687,0.1001412410849764,183610.58790549182,0.8922404240594201,449865.7003190393,19.643932593294586,633476.2882245311,2.7700581503300628,183610.58790549182,500,False,0.5020645409822464,0.0,0.0,0,0.0,0,0,0,0.6579470073871938,0.9958329713404717,0.39664963858091173,5.0,36.46293983604765,0.027425106272187885
static,7,11,8671,32,205786,22901,228687,0.1001412410849764,163803.88617253644,0.7959913996702227,455447.349392071,19.887662084278897,619251.2355646074,2.707854996412596,163803.88617253644,500,False,0.5081142920535058,0.0,0.0,0,0.0,0,0,0,0.6856071051737912,0.9843079907634078,0.38201911550487827,6.0,21.030482275755723,0.04755002699832595
static,7,17,8671,32,205786,22901,228687,0.1001412410849764,163903.52944562281,0.7964756078918042,417118.3167118565,18.213978285308787,581021.8461574793,2.5406859426092403,163903.52944562281,500,False,0.5078473330941051,0.0,0.0,0,0.0,0,0,0,0.6726789503027428,0.9911071713300056,0.2358165190013477,6.0,14.997224241038795,0.06667900565649836
static,7,23,8671,32,205786,22901,228687,0.1001412410849764,182731.91519783193,0.8879705869098574,1164889.5453956842,50.866317863660285,1347621.460593516,5.892864310579596,182731.91519783193,500,False,0.5072470000013709,0.0,0.0,0,0.0,0,0,0,0.49488483112369946,0.9940897426293048,0.1135798295627869,6.0,24.315246504864557,0.04112645947471427
static,7,31,8671,32,205786,22901,228687,0.1001412410849764,165808.67595846375,0.8057335093663502,298320.3213033861,13.02651942288049,464128.99726184993,2.029538177779454,165808.67595846375,500,False,0.5097909159958363,0.0,0.0,0,0.0,0,0,0,0.69818512467919,0.9920414871145807,0.37963992465880647,6.0,19.19658077246696,0.05209261023370724
static,7,41,8671,32,205786,22901,228687,0.1001412410849764,172970.97670692962,0.8405381158433014,952118.3197501621,41.57540368325235,1125089.2964570916,4.919778109193315,172970.97670692962,500,False,0.521627499954775,0.0,0.0,0,0.0,0,0,0,0.4585793579719904,0.9966858005158339,0.008207785914932306,6.0,71.53588341058737,0.013978998403645897
static,7,53,8671,32,205786,22901,228687,0.1001412410849764,158897.94835296948,0.7721514017132821,413773.5472892986,18.06792486307579,572671.4956422681,2.5041716216587218,158897.94835296948,500,False,0.509317583986558,0.0,0.0,0,0.0,0,0,0,0.7252542807277422,0.9906903188168535,0.35158748938333406,6.0,13.15514849840099,0.07601586558460743
static,7,67,8671,32,205786,22901,228687,0.1001412410849764,161790.98560352577,0.7862098762963747,370880.365454117,16.194941943763023,532671.3510576428,2.3292594290783595,161790.98560352577,500,False,0.5193158750189468,0.0,0.0,0,0.0,0,0,0,0.5053002817274282,0.9932203562372063,0.09403937444190165,6.0,30.373868612784044,0.03292303699434291
static,7,79,8671,32,205786,22901,228687,0.1001412410849764,161180.2619372786,0.7832421152910237,378093.12346886506,16.509895789217286,539273.3854061436,2.358128732311603,161180.2619372786,500,False,0.5078174159862101,0.0,0.0,0,0.0,0,0,0,0.6589161122843427,0.9937803633177986,0.24418422190865705,6.0,16.089284035063372,0.06215316963891621
static,7,97,8671,32,205786,22901,228687,0.1001412410849764,160057.99983528897,0.7777885756819656,356031.7315711437,15.546558297504202,516089.7314064327,2.256751504923466,160057.99983528897,500,False,0.5075600830605254,0.0,0.0,0,0.0,0,0,0,0.6517961282782527,0.9890864989954449,0.29503098571395997,6.0,22.649780869978123,0.04415053751471309
static,7,113,8671,32,205786,22901,228687,0.1001412410849764,162888.89962120564,0.7915450984090543,403058.723514168,17.60004905961172,565947.6231353737,2.4747695458656316,162888.89962120564,500,False,0.5092810839414597,0.0,0.0,0,0.0,0,0,0,0.6250239153665047,0.9911114012926665,0.26313580878106485,6.0,35.39751054032481,0.02825057425608507
static,8,11,8671,32,205786,22901,228687,0.1001412410849764,136256.88077237766,0.662129011557529,491919.04128935747,21.48024284045926,628175.9220617351,2.746880767432058,136256.88077237766,500,False,0.5113503750180826,0.0,0.0,0,0.0,0,0,0,0.5850406188411295,0.9982760361617028,0.2640859914356579,7.0,148.18983668227935,0.006748101100509416
static,8,17,8671,32,205786,22901,228687,0.1001412410849764,133203.48581434856,0.6472912919943463,369298.6789311149,16.125875679276664,502502.16474546347,2.1973359427753367,133203.48581434856,500,False,0.5108335419790819,0.0,0.0,0,0.0,0,0,0,0.6171508571752772,0.992382758739703,0.19421083326904212,7.0,33.84506502744578,0.029546405042775836
static,8,23,8671,32,205786,22901,228687,0.1001412410849764,141866.48924748666,0.689388438705678,637158.2429727633,27.822289112823164,779024.73222025,3.406510786447196,141866.48924748666,500,False,0.524162583053112,0.0,0.0,0,0.0,0,0,0,0.6292340614278176,0.9904426793189801,0.2973522992737258,7.0,38.693422913145056,0.025844185515577035
static,8,31,8671,32,205786,22901,228687,0.1001412410849764,143524.69911117072,0.6974463720135029,636059.6939101338,27.774319632772972,779584.3930213045,3.408958065046568,143524.69911117072,500,False,0.5268613749649376,0.0,0.0,0,0.0,0,0,0,0.7008893692055933,0.982249008319511,0.32730265396703584,7.0,19.294603865000393,0.051827962211442875
static,8,41,8671,32,205786,22901,228687,0.1001412410849764,137492.95705259073,0.6681356217264086,606261.194674303,26.473131945081136,743754.1517268937,3.2522799797404036,137492.95705259073,500,False,0.5175085829105228,0.0,0.0,0,0.0,0,0,0,0.4815687404867308,0.9975439421362288,0.019661467336084835,7.0,93.32200198318247,0.010715586664977565
static,8,53,8671,32,205786,22901,228687,0.1001412410849764,136510.77207935654,0.6633627753071469,350497.16363316396,15.304884661506657,487007.9357125205,2.1295829483640105,136510.77207935654,500,False,0.5125093340175226,0.0,0.0,0,0.0,0,0,0,0.729108659332467,0.9943821401943088,0.326078914359036,7.0,39.072583648449715,0.025593393285618497
static,8,67,8671,32,205786,22901,228687,0.1001412410849764,143308.9299330843,0.6963978595875535,271600.10791634273,11.859748828275741,414909.03784942697,1.8143096802591618,143308.9299330843,500,False,0.5086534169968218,0.0,0.0,0,0.0,0,0,0,0.5571558049635923,0.9885349445379652,0.032699410620691635,7.0,51.51535951997419,0.019411686326526893
static,8,79,8671,32,205786,22901,228687,0.1001412410849764,138829.46841763408,0.6746302878603699,607420.9586400085,26.523774448277738,746250.4270576425,3.2631956650690355,138829.46841763408,500,False,0.5095034589758143,0.0,0.0,0,0.0,0,0,0,0.6888770196482558,0.9876235444157305,0.3073410939067873,7.0,29.69849973276152,0.03367173456566437
static,8,97,8671,32,205786,22901,228687,0.1001412410849764,133775.10904773197,0.6500690476890166,333311.8856772872,14.554468611732553,467086.9947250192,2.042472876573741,133775.10904773197,500,False,0.51006054203026,0.0,0.0,0,0.0,0,0,0,0.5433881384158782,0.9919043956079988,0.1518153328123017,7.0,30.561326422857388,0.032721092866312286
static,8,113,8671,32,205786,22901,228687,0.1001412410849764,134531.70193346922,0.653745648068718,392849.84712222964,17.154266063588036,527381.5490556988,2.306128241026813,134531.70193346922,500,False,0.5092858750140294,0.0,0.0,0,0.0,0,0,0,0.6051962410216399,0.9942637777840975,0.19854082025875017,7.0,48.41065688001991,0.020656608780962874
