model,factors,seed,factor,factor_label,effective_rank,profile_rms_variability,latent_tau,span_alignment,unique_direction_fraction,max_cosine_to_other_archetype,diagnostic_label,pairwise_cosine_mean,pairwise_cosine_max,pairwise_cosine_min,difference_span_rank,difference_condition_number,difference_min_relative_singular_value
lowrank_v2,4,23,2,factor_3,0,0.0,0.0,,,0.7131109854047495,static_or_no_active_family,0.7124437270859483,0.9906223976952729,0.6192177822028141,3.0,6.595000946224268,0.1516300009892363
lowrank_v2,4,23,3,factor_4,0,0.0,0.0,,,0.7131109854047495,static_or_no_active_family,0.7124437270859483,0.9906223976952729,0.6192177822028141,3.0,6.595000946224268,0.1516300009892363
lowrank_v2,4,31,0,factor_1,0,0.0,0.0,,,0.9411128653287902,moderate_geometric_confounding,0.6540167780034254,0.9736986952562943,0.3058264264358236,3.0,6.279107290655746,0.1592583075444737
lowrank_v2,4,31,1,factor_2,0,0.0,0.0,,,0.9736986952562943,high_geometric_confounding,0.6540167780034254,0.9736986952562943,0.3058264264358236,3.0,6.279107290655746,0.1592583075444737
lowrank_v2,4,31,2,factor_3,0,0.0,0.0,,,0.9736986952562943,high_geometric_confounding,0.6540167780034254,0.9736986952562943,0.3058264264358236,3.0,6.279107290655746,0.1592583075444737
lowrank_v2,4,31,3,factor_4,0,0.0,0.0,,,0.45725333569679094,static_or_no_active_family,0.6540167780034254,0.9736986952562943,0.3058264264358236,3.0,6.279107290655746,0.1592583075444737
lowrank_v2,4,41,0,factor_1,0,0.0,0.0,,,0.9763712750652684,high_geometric_confounding,0.818821346669819,0.9763712750652684,0.6866620640400517,3.0,3.8065769895734918,0.2627032115044769
lowrank_v2,4,41,1,factor_2,0,0.0,0.0,,,0.7878082288781494,static_or_no_active_family,0.818821346669819,0.9763712750652684,0.6866620640400517,3.0,3.8065769895734918,0.2627032115044769
lowrank_v2,4,41,2,factor_3,0,0.0,0.0,,,0.9763712750652684,high_geometric_confounding,0.818821346669819,0.9763712750652684,0.6866620640400517,3.0,3.8065769895734918,0.2627032115044769
lowrank_v2,4,41,3,factor_4,0,0.0,0.0,,,0.8933203094488812,static_or_no_active_family,0.818821346669819,0.9763712750652684,0.6866620640400517,3.0,3.8065769895734918,0.2627032115044769
lowrank_v2,4,53,0,factor_1,0,0.0,0.0,,,0.9052291414656239,moderate_geometric_confounding,0.6854223339492392,0.9828660628830985,0.38708788831510144,3.0,6.433150823082665,0.15544482439490137
lowrank_v2,4,53,1,factor_2,0,0.0,0.0,,,0.9828660628830985,high_geometric_confounding,0.6854223339492392,0.9828660628830985,0.38708788831510144,3.0,6.433150823082665,0.15544482439490137
lowrank_v2,4,53,2,factor_3,0,0.0,0.0,,,0.9828660628830985,high_geometric_confounding,0.6854223339492392,0.9828660628830985,0.38708788831510144,3.0,6.433150823082665,0.15544482439490137
lowrank_v2,4,53,3,factor_4,0,0.0,0.0,,,0.5529258582420588,static_or_no_active_family,0.6854223339492392,0.9828660628830985,0.38708788831510144,3.0,6.433150823082665,0.15544482439490137
lowrank_v2,4,67,0,factor_1,0,0.0,0.0,,,0.9383696655706877,moderate_geometric_confounding,0.8085279029418645,0.9383696655706877,0.6518855450896223,3.0,2.47085919441053,0.404717517801968
lowrank_v2,4,67,1,factor_2,0,0.0,0.0,,,0.934679470724298,moderate_geometric_confounding,0.8085279029418645,0.9383696655706877,0.6518855450896223,3.0,2.47085919441053,0.404717517801968
lowrank_v2,4,67,2,factor_3,0,0.0,0.0,,,0.9383696655706877,moderate_geometric_confounding,0.8085279029418645,0.9383696655706877,0.6518855450896223,3.0,2.47085919441053,0.404717517801968
lowrank_v2,4,67,3,factor_4,0,0.0,0.0,,,0.7578301196353238,static_or_no_active_family,0.8085279029418645,0.9383696655706877,0.6518855450896223,3.0,2.47085919441053,0.404717517801968
lowrank_v2,4,79,0,factor_1,0,0.0,0.0,,,0.9326746410937845,moderate_geometric_confounding,0.8250423198582175,0.9326746410937845,0.710523610643173,3.0,2.0750916827446186,0.48190641807081536
lowrank_v2,4,79,1,factor_2,0,0.0,0.0,,,0.7979630439364536,static_or_no_active_family,0.8250423198582175,0.9326746410937845,0.710523610643173,3.0,2.0750916827446186,0.48190641807081536
lowrank_v2,4,79,2,factor_3,0,0.0,0.0,,,0.892994132244963,static_or_no_active_family,0.8250423198582175,0.9326746410937845,0.710523610643173,3.0,2.0750916827446186,0.48190641807081536
lowrank_v2,4,79,3,factor_4,0,0.0,0.0,,,0.9326746410937845,moderate_geometric_confounding,0.8250423198582175,0.9326746410937845,0.710523610643173,3.0,2.0750916827446186,0.48190641807081536
lowrank_v2,4,97,0,factor_1,0,0.0,0.0,,,0.9875167284822246,high_geometric_confounding,0.8260261828702028,0.9875167284822246,0.7384118990318714,3.0,7.308733035850137,0.1368226196106617
lowrank_v2,4,97,1,factor_2,0,0.0,0.0,,,0.9875167284822246,high_geometric_confounding,0.8260261828702028,0.9875167284822246,0.7384118990318714,3.0,7.308733035850137,0.1368226196106617
lowrank_v2,4,97,2,factor_3,0,0.0,0.0,,,0.8026355183511448,static_or_no_active_family,0.8260261828702028,0.9875167284822246,0.7384118990318714,3.0,7.308733035850137,0.1368226196106617
lowrank_v2,4,97,3,factor_4,0,0.0,0.0,,,0.8223802205394182,static_or_no_active_family,0.8260261828702028,0.9875167284822246,0.7384118990318714,3.0,7.308733035850137,0.1368226196106617
lowrank_v2,4,113,0,factor_1,0,0.0,0.0,,,0.6481525182576904,static_or_no_active_family,0.7536167089042999,0.9732486599201783,0.527515848245832,3.0,8.266890204311611,0.12096447095407754
lowrank_v2,4,113,1,factor_2,0,0.0,0.0,,,0.9732486599201783,high_geometric_confounding,0.7536167089042999,0.9732486599201783,0.527515848245832,3.0,8.266890204311611,0.12096447095407754
lowrank_v2,4,113,2,factor_3,0,0.0,0.0,,,0.9732486599201783,high_geometric_confounding,0.7536167089042999,0.9732486599201783,0.527515848245832,3.0,8.266890204311611,0.12096447095407754
lowrank_v2,4,113,3,factor_4,0,0.0,0.0,,,0.9167214403986594,moderate_geometric_confounding,0.7536167089042999,0.9732486599201783,0.527515848245832,3.0,8.266890204311611,0.12096447095407754
lowrank_v2,5,11,0,factor_1,0,0.0,0.0,,,0.6681418987904839,static_or_no_active_family,0.7216450443206959,0.9905339990962977,0.5141422714156284,4.0,17.820458245345403,0.05611527976623126
lowrank_v2,5,11,1,factor_2,0,0.0,0.0,,,0.8178461997579769,static_or_no_active_family,0.7216450443206959,0.9905339990962977,0.5141422714156284,4.0,17.820458245345403,0.05611527976623126
lowrank_v2,5,11,2,factor_3,0,0.0,0.0,,,0.9905339990962977,high_geometric_confounding,0.7216450443206959,0.9905339990962977,0.5141422714156284,4.0,17.820458245345403,0.05611527976623126
lowrank_v2,5,11,3,factor_4,0,0.0,0.0,,,0.8393358211281664,static_or_no_active_family,0.7216450443206959,0.9905339990962977,0.5141422714156284,4.0,17.820458245345403,0.05611527976623126
lowrank_v2,5,11,4,factor_5,0,0.0,0.0,,,0.9905339990962977,high_geometric_confounding,0.7216450443206959,0.9905339990962977,0.5141422714156284,4.0,17.820458245345403,0.05611527976623126
lowrank_v2,5,17,0,factor_1,0,0.0,0.0,,,0.9923506103669579,high_geometric_confounding,0.7534481982153383,0.9923506103669579,0.6505467464414857,4.0,8.634696592268135,0.11581182839654626
lowrank_v2,5,17,1,factor_2,0,0.0,0.0,,,0.8713181236142629,static_or_no_active_family,0.7534481982153383,0.9923506103669579,0.6505467464414857,4.0,8.634696592268135,0.11581182839654626
lowrank_v2,5,17,2,factor_3,0,0.0,0.0,,,0.719293101317285,static_or_no_active_family,0.7534481982153383,0.9923506103669579,0.6505467464414857,4.0,8.634696592268135,0.11581182839654626
lowrank_v2,5,17,3,factor_4,0,0.0,0.0,,,0.7400646010568169,static_or_no_active_family,0.7534481982153383,0.9923506103669579,0.6505467464414857,4.0,8.634696592268135,0.11581182839654626
lowrank_v2,5,17,4,factor_5,0,0.0,0.0,,,0.9923506103669579,high_geometric_confounding,0.7534481982153383,0.9923506103669579,0.6505467464414857,4.0,8.634696592268135,0.11581182839654626
